index,title,publishedAt,channelName,duration,viewCount,likeCount,commentCount,comments,lang,translated_comments,sentiment,sentiment_summary
L9-gDTq4zPE,World of Warcraft | Mage | Vsun,2025-09-15,V Sun,7122.0,1.0,0.0,0.0,[],[],[],[],0
nBh4JY3XEPE,WoW Zero to Hero (World of Warcraft) Dia 4,2025-09-15,Daimadael,11258.0,5.0,1.0,0.0,[],[],[],[],0
qPUGhw9oj-E,World of Warcraft&#39;ta BALANCE DRUID ile 2400 RATING! - Türkçe Rehber,2025-09-15,Xero4eveR,5421.0,5.0,0.0,0.0,[],[],[],[],0
nw4_TyJKbfQ,Элементал Шаман на РБГ | World of Warcraft Mists of Pandaria | 14.09.25,2025-09-15,OSOM-TV,10075.0,19.0,1.0,0.0,[],[],[],[],0
21gXQEb746k,new to World of Warcraft Classic | @kiddsisco,2025-09-15,KiddSisco,14403.0,56.0,1.0,0.0,[],[],[],[],0
p1izLEg6oZ0,WORLD OF WARCRAFT CLASSIC LIVE PL - Anniversary Edition - Alterac Valley BG Do Bólu 🔴 [NA ŻYWO],2025-09-15,MajkeLeon,22234.0,481.0,39.0,0.0,[],[],[],[],0
2dfwxCVjKIk,World of Warcraft: The War Within | Disc Priest 🚀 LVL 1 ➝ R1 Challenge.,2025-09-15,LXIX,6910.0,6.0,0.0,0.0,[],[],[],[],0
hKSl2mGc1oY,World of Warcraft | Mage | Vsun,2025-09-15,V Sun,6288.0,0.0,0.0,0.0,[],[],[],[],0
xQ1dPQSXkLo,World of Warcraft: Ret Paladin: PVP Season 3: Solo Shuffle: dominating @ 1618,2025-09-14,3jsa7,2923.0,9.0,0.0,0.0,[],[],[],[],0
lDE_u-QZbS4,3 НЕДЕЛЯ ПЕРВОГО СЕЗОНА - WORLD OF WARCRAFT FIRESTORM - THE WAR WITHIN,2025-09-14,Rayan,18912.0,555.0,15.0,0.0,[],[],[],[],0
KJ4JLF2XcW0,"World of Warcraft Classic Hardcore! / 1 Charakter, 1 Leben! Wie weit kommen wir? 🌍🤬 / Live Deutsch",2025-09-14,Zantos Welt,12352.0,88.0,2.0,0.0,[],[],[],[],0
ewpdOaB8qYA,World of Warcraft 直播,2025-09-14,BiYuan Liu,8022.0,0.0,0.0,0.0,[],[],[],[],0
njKyHnzllN4,World of Warcraft - Mists of Pandaria Classic - Live #24,2025-09-14,Misa Lihvarcek,9209.0,26.0,0.0,0.0,[],[],[],[],0
f8p2dQG1j5Y,Testing OBS | World of Warcraft,2025-09-14,Swifvente,3031.0,17.0,0.0,0.0,[],[],[],[],0
U4tdJr36ERc,"Retribution paladin PvP - solo shuffle, bg blitz | World of Warcraft : The war within |",2025-09-14,Akcope,7482.0,740.0,3.0,0.0,[],[],[],[],0
2fKSW_Ad8X8,BOCKAMO KROZ NEDELJU | World of Warcraft | Spineshatter,2025-09-14,MishaThePunk,24158.0,534.0,57.0,0.0,[],[],[],[],0
4F8ywSEAApw,World of Warcraft: Ret Paladin: PVP Season 3: Solo Shuffle: dominating @ 1618 (Portrait),2025-09-14,3jsa7,1368.0,1.0,0.0,0.0,[],[],[],[],0
79PNE_eSHNg,World Of Warcraft - Frankly Scarlet Guild Runs  [9.14.2025],2025-09-14,golephish,4523.0,12.0,1.0,0.0,[],[],[],[],0
QZ47JG_3NYo,World of warcraft.,2025-09-14,Aleksey Vladimirov,3714.0,48.0,3.0,0.0,[],[],[],[],0
7TyBmRhhbM4,"Retribution paladin Retail PvP - solo shuffle, bg blitz, 3v3 | World of Warcraft : The war within",2025-09-14,Akcope,11123.0,3729.0,9.0,0.0,[],[],[],[],0
tl1UDceouQY,4K  World of Warcraft Retails 11.2 TWW,2025-09-14,takoi-fw,1482.0,1.0,0.0,0.0,[],[],[],[],0
zrbZmamNZE4,World of Warcraft: Firestorm - The War Within - Dornogal - SEASON 1 - 11.1.5 - Part 6,2025-09-14,Vanja Hriberski,23383.0,65.0,1.0,0.0,[],[],[],[],0
CjbKvQJ545o,World Of Warcraft - Frankly Scarlet Guild Runs  [9.13.2025],2025-09-14,golephish,13564.0,26.0,1.0,0.0,[],[],[],[],0
qxevtaCle2o,[world of warcraft] 와우 클클 / 목표 : 불성전 직업별60만렙 - 50일차,2025-09-14,딸기케익 단비 게임 채널♥,40500.0,303.0,7.0,0.0,[],[],[],[],0
c6zsw0y2FPs,🔴GAMING LIVE🔴World of Warcraft Classic HARDCORE !guild || Hunter Level: 13⭐ || Attempt: 14💀,2025-09-14,Rizzan,33043.0,331.0,6.0,0.0,[],[],[],[],0
FH3FeSXihvA,🔴LIVE | 3197io BM hunter | World of Warcraft adventures | ROSABERRY,2025-09-14,RosaBerry,40846.0,477.0,30.0,0.0,[],[],[],[],0
oJ9VbzJTfuI,Второй день в PVP за АРМС ВАРА • World of Warcraft • !сервер,2025-09-14,Elisave,9808.0,6548.0,49.0,0.0,[],[],[],[],0
5OSi0KeTNPM,💙💛 World of Warcraft - спогади  #4  кращі трансляції - РАДІО стрім   @Xellos_Play ​,2025-09-14,Boosteroid Live Gaming,42161.0,59.0,4.0,0.0,[],[],[],[],0
2Y7ocsf5fEo,World of Warcraft: Dimensius,2025-09-14,Poorman973,6273.0,24.0,4.0,2.0,['Sorry dude I would have been here if I knew.'],['en'],['sorry dude i would have been here if i knew.'],[-1],-1
Gxdmehr62qA,fulcrum playing world of warcraft,2025-09-14,damianluck925,10786.0,2806.0,110.0,8.0,"['YADED YADED YADED', 'Mid stream', 'W stream', 'L stream']","['so', 'et', 'pl', 'ro']","['memory memory', 'medium', 'in stream', 'l stream']","[1, 1, 1, 1]",4
bz8AtOt_j98,Professions &amp; Goldmaking in World of Warcraft,2025-09-14,ElonCS,10917.0,540.0,17.0,0.0,[],[],[],[],0
PJRm2SOfPg0,5 RUN PETAMA PEMBURU BLAK LOTUS  ?? FARMING WORLD OF WARCRAFT  ANIVERSARY,2025-09-14,TukangReview12,2464.0,25.0,1.0,0.0,[],[],[],[],0
bDtY12GncBs,Resto Shaman Mythic+ | Zero to Legend | World of Warcraft: The War Within,2025-09-14,Turtle Respec,11425.0,76.0,1.0,0.0,[],[],[],[],0
3ovvt9cz3VM,019 • Gnomeregan zerlegen • World of Warcraft Classic LIVE Let&#39;s Play [BLIND],2025-09-14,dieser_ Pe,12071.0,126.0,6.0,0.0,[],[],[],[],0
A5w-SDRJwBo,Heut vom Büro World of Warcraft und so  (Fsk: 18j.),2025-09-14,I_bims_Dodo,9495.0,1374.0,49.0,0.0,[],[],[],[],0
7tGGmQuc2sk,🔴 Noche de WOW #5 ⚔️ | The War Within | World of Warcraft (En Vivo),2025-09-14,DabeatZtudio,14714.0,256.0,1.0,0.0,[],[],[],[],0
4Fp5p1HLVEQ,World Of Warcraft - MOP Classic Frankly Scarlet Guild Runs Probably [9.13.2025],2025-09-14,golephish,13084.0,15.0,1.0,0.0,[],[],[],[],0
_7LHhCvbTd4,World Of Warcraft Ruby sanctum,2025-09-14,Yozdzhan Sherif,2691.0,2.0,0.0,0.0,[],[],[],[],0
mCOKNqaaeio,Come Chill | World of WarCraft,2025-09-14,RossFromUnova,14715.0,294.0,9.0,0.0,[],[],[],[],0
YNR0eA-Ks1c,Farming Memories - World of Warcraft,2025-09-14,Sketchy Streams,14472.0,0.0,0.0,0.0,[],[],[],[],0
H7oxWbNcnFI,World Of Warcraft CZ/SK - Frost Mage Exping,2025-09-14,Veryrareyungpao,5630.0,7.0,0.0,0.0,[],[],[],[],0
Sp2QpSauTz0,TAKING ON THE NEXUS KING &amp; DIM! | WORLD OF WARCRAFT,2025-09-14,Shadowlovez,11840.0,222.0,6.0,0.0,[],[],[],[],0
7C2bqzlqxV4,World of Warcraft Classic – Rückkehr in die Dunkelküste (Koop) | 008 🔴 LIVE #InsideGamingTV,2025-09-14,InsideGamingTV,12822.0,15.0,1.0,0.0,[],[],[],[],0
zpT6AlPWrJY,Druidlenmek? Level Zamanı / World Of Warcraft Classic Bölüm : #2,2025-09-14,UntiltableTV,6716.0,4.0,2.0,0.0,[],[],[],[],0
f8v1StvAENo,World of Warcraft Mists of Pandaria - First time playthrough - part 2,2025-09-14,BullHaste,9092.0,107.0,4.0,2.0,"['Well done on  doing the Deadmines man! You are totally gaming, learning how to rogue in MOP 😁']",['en'],"['well done on  doing the deadmines man! you are totally gaming, learning how to rogue in mop ']",[1],1
1VdyPHpuPYc,World of Warcraft THE WAR WITHIN SEASON 3 SKCZ Gameplay * LIVE STREAM,2025-09-14,Lycansylzara,5933.0,56.0,2.0,0.0,[],[],[],[],0
LT0S2IkAM6k,WORLD OF WARCRAFT: THE WAR WITHIN SEASON 3!!,2025-09-14,Dr.Ceberus,11615.0,14.0,1.0,0.0,[],[],[],[],0
m7m0kRFLRls,【WORLD OF WARCRAFT】is it wrong to pick up oshis in a dungeon【Babette Bichoux】,2025-09-14,Babette Bichoux 🦋🔪,14804.0,203.0,10.0,0.0,[],[],[],[],0
EEaoek9tQOw,World of Warcraft Mists of Pandaria classic,2025-09-14,GengarJ,3885.0,20.0,0.0,0.0,[],[],[],[],0
C7JIkeUnPsM,World of Warcraft THE WAR WITHIN SEASON 3 SKCZ Gameplay * LIVE STREAM,2025-09-14,Lycansylzara,30098.0,208.0,3.0,0.0,[],[],[],[],0
xOI9jcE4Mts,Playing World of Warcraft for the first time,2025-09-14,EvrenTheOne,6104.0,2.0,0.0,0.0,[],[],[],[],0
dp_Db7zjkQ4,Shorts World of Warcraft: The War Within. Firestorm x1 ➤ Прохождение — Часть 9,2025-09-14,Ваня РПГ ⚔️,18086.0,9098.0,25.0,0.0,[],[],[],[],0
b5PcFC9ljgg,World of Warcraft Anniversary | Warrior | Controller | AUS,2025-09-14,vXziRe,2991.0,1.0,0.0,0.0,[],[],[],[],0
rw5ySIDsE8A,"World Of Warcraft The War Within: Cand Am Zi Ca Facem Si Alt Joc, Na Nu Se Mai Poate!!!",2025-09-13,Pino,15776.0,294.0,23.0,0.0,[],[],[],[],0
bAmVByamLSQ,World of Warcraft: The War Within,2025-09-13,ayshy,7045.0,3.0,0.0,0.0,[],[],[],[],0
03GzxrdYkhA,World of Warcraft Leveling Mage,2025-09-13,Ghost,4410.0,3.0,0.0,0.0,[],[],[],[],0
XLb9vtycP4g,Частина 1 | Project Epoch | Потужна Прокачка Шамана 44 lvl | World of Warcraft Українською #22,2025-09-13,PotuzhniyUA,1406.0,119.0,9.0,0.0,[],[],[],[],0
4yTiDKcUJGo,Goldmaking &amp; M+ in World of Warcraft,2025-09-13,ElonCS,10941.0,427.0,18.0,0.0,[],[],[],[],0
J4HK7P-xEpc,🔊 PTBR 🔥 WORLD OF WARCRAFT 👉 TWW SEASON 3  ❗AURAS ❗GUILD ❗COMANDOS  #35,2025-09-13,CristiaN Thrall,10899.0,125.0,17.0,0.0,[],[],[],[],0
KPqrUZCCN8M,World of Warcraft Anniversary | Warrior| Part 6,2025-09-13,vXziRe,12837.0,2.0,0.0,0.0,[],[],[],[],0
E4Ls-opVOpI,World of Warcraft,2025-09-13,LastAdvice,19856.0,8.0,0.0,0.0,[],[],[],[],0
eP5RZNXqDy4,Let&#39;s Play! World of Warcraft!,2025-09-13,Planet Earth with Rod,8427.0,52.0,2.0,0.0,[],[],[],[],0
Me6aSTgu0as,World of Warcraft: Mists of Pandaria l EQUIPANDO MAGO 483+ y otras cositas!!!,2025-09-13,Ezplitner,6585.0,1.0,1.0,0.0,[],[],[],[],0
5lTK9h5fzzY,Delves and Achievements | World of Warcraft : The war within | Retribution paladin,2025-09-13,Akcope,8803.0,3885.0,4.0,0.0,[],[],[],[],0
hp7Nesszrvo,World of Warcraft MoP Classic Friday Raid night,2025-09-13,SoundWaveNCGaming,13203.0,3.0,1.0,0.0,[],[],[],[],0
cGs4xwxUtvE,LIVE - World Of Warcraft Classic 2025 First Time Player - THE NEW LEADER OF NIGHTSLAYER PVP PART 49,2025-09-13,UltimateYumYum ,7726.0,66.0,3.0,0.0,[],[],[],[],0
gLQ7paB2ohk,[world of warcraft] 와우 클클 / 목표 : 불성전 직업별60만렙 - 49일차,2025-09-13,딸기케익 단비 게임 채널♥,42900.0,592.0,4.0,0.0,[],[],[],[],0
UyiTe5-_fRY,Впервые в PVP за АРМС ВАРА с @raythisfurystream6166 • World of Warcraft • !сервер,2025-09-13,Elisave,9350.0,5539.0,51.0,0.0,[],[],[],[],0
tqS6IYReprw,"Paseando ando por el mundo de World of Warcraft, ¿Me acompañas?",2025-09-13,Jaradin,4965.0,85.0,3.0,0.0,[],[],[],[],0
zPLuKYpVHC4,World of Warcraft Mist of PANDARIA,2025-09-13,Brian Fells,9916.0,27.0,0.0,0.0,[],[],[],[],0
_lNShmDB8sg,World of Warcraft Foundational Series Battleground 0.6% KAeybinds Practise  Bg,2025-09-13,Vedran Kin,23861.0,2.0,0.0,0.0,[],[],[],[],0
39q7blr_4p0,DIA 21  DE UM NOVATO NO WORLD OF WARCRAFT UPANDO HUNTER   -  ❗EXITLAG ❗COMANDOS ❗LOJA,2025-09-13,Toud,8689.0,647.0,73.0,6.0,"['A npc que vc clicou  em Dalaran e não sabia o que era, é a treinadora de portais... Ela ensina quem joga de mago a abrir um portal direto para a cidade.\n Os magos tem a habilidade de ir para todas as cidades q aprender a usar o portal.', 'O novo mapa do the warwithn q vc disse que viu, é um planeta que foi destruído e a gente joga andando nos pedacinhos dele q ficaram soltos no espaço... No jogo não explica isso muito bem.', 'Essa corrente q vc usou sem querer qdo foi entrar na caverna, era muito usada na época do legion. Como não dava pra voar, tinha q ir com essa corrente procurando uns ganchos pra ancorar ela e ir escalando. Era como um quebra-cabeça que normalmente qdo chegavamos no topo achava um baú, uma missão diferente ou um atalho para subir em lugares sem ter q dar muitas voltas e evitar caminhos com monstros.', 'Quando quiser saber a localização de algo no game usa o addon Tom  Tom pega as coordenadas do local no site do wow read coloca no Tom Tom e ele vai te levar ate la é um addon qie ajuda muito nestes quesitos.']","['pt', 'pt', 'pt', 'pt']","[""the npc that vc clicks on Dalarran and didn't know what it was, is the port trainer... she teaches who plays magic to open a portal directly to the city. the maggots have the ability to go to all the cities q learn to use the portal."", ""the new map of the warwithn q vc said that he saw, it's a planet that was destroyed and people playing on his q pads were left alone in space... in the game doesn't explain that very well."", ""this current q vc used without wanting qdo to enter the cave, it was very used in the time of the legion. as it didn't give to fly, it had q to go with this current looking for hooks to attract it and go climbing. It was like a break-head that qdo we usually found in the top found a tree, a different mission or a section to get up in places without having q giving many turns and avoiding roads with monsters."", 'when you want to know the location of something in the game use the addon tom grab the local coordinates on the site of the watch read place on the Tom tom and it will take you to la is an addon xie helps a lot on these issues.']","[-1, -1, -1, 1]",-2
mrGHmbKXSwQ,World of Warcraft WW mage leveling,2025-09-13,Ghost,3028.0,10.0,0.0,0.0,[],[],[],[],0
dguZ1Vj5b_0,RBG &quot;WoukZieu&quot; Season 3 The War Within  11.2 | World Of Warcraft | PvP,2025-09-13,WiNaRchiK,12720.0,17.0,0.0,0.0,[],[],[],[],0
1gOyK0-uGmQ,World of Warcraft | Jornada em Azeroth  Episódio 122#wowbrasil #worldofwarcraft #wow,2025-09-13,Damon Rubera,10859.0,238.0,7.0,0.0,[],[],[],[],0
vsVxtI7NFPc,World of Warcraft: Classic+ Adventure Leveling Epoch Classic+,2025-09-13,SpecLeaf Gaming,20011.0,381.0,4.0,0.0,[],[],[],[],0
hlENdQHZ74s,[🔴LIVE] World of Warcraft! :D,2025-09-13,ElDenied,9198.0,638.0,12.0,0.0,[],[],[],[],0
S8c2jSJQw8I,The Loremaster achievement farming for Dragonflight Expansion【World Of Warcraft : The War Within】,2025-09-13,sinus hd,4952.0,11.0,1.0,0.0,[],[],[],[],0
2LuY6Znvg1M,World of Warcraft,2025-09-13,SpartanSquad420,5539.0,1.0,0.0,0.0,[],[],[],[],0
tDYsPeDm9uQ,"World Of Warcraft - MOP Classic Celestials, Now With  Sound! [9.13.2025]",2025-09-13,golephish,14690.0,78.0,0.0,0.0,[],[],[],[],0
LPwRV5BvcGI,TAKING ON THE NEXUS KING!! | WORLD OF WARCRAFT,2025-09-13,Shadowlovez,18059.0,305.0,13.0,0.0,[],[],[],[],0
2wWjhNjrM1k,About to Begin The War Within Expansion | World of Warcraft | AzedNaut Gaming,2025-09-13,AzedNaut Gaming,30324.0,271.0,3.0,0.0,[],[],[],[],0
SzDPfwBnYIU,Let&#39;s Play! World of Warcraft!,2025-09-13,Planet Earth with Rod,11175.0,118.0,3.0,0.0,[],[],[],[],0
9Px1SLjfSNg,Buz Büyücüsü!🔴Canlı Yayın - World Of Warcraft,2025-09-13,Altın Asker,28843.0,6267.0,72.0,1.0,['emeğine sağlık'],['tr'],"[""Your brain's healthy.""]",[1],1
ZU3hciwlCQs,【WORLD OF WARCRAFT】a catgirl of many titles (hopefully)【Babette Bichoux】,2025-09-13,Babette Bichoux 🦋🔪,15622.0,644.0,15.0,0.0,[],[],[],[],0
Tt3S2dSAiLo,(18+ Mature) 800+ Crown Wins 👑 Fortnite Blitz! Classic World Of Warcraft New Player!,2025-09-13,Doomiverse,4815.0,5.0,0.0,0.0,[],[],[],[],0
X8Ry9iojB-w,World of Warcraft THE WAR WITHIN SEASON 3 SKCZ Gameplay * LIVE STREAM,2025-09-13,Lycansylzara,16934.0,454.0,6.0,0.0,[],[],[],[],0
u6r9xEvDQyA,World of Warcraft Classic gameplay,2025-09-13,GameplayTerminal,30197.0,4.0,0.0,0.0,[],[],[],[],0
wNDsiFz0HoQ,Levelling ShadowPriest (3) 88-90 | Pandaria | World of Warcraft Classic,2025-09-13,Hu5ky,16296.0,162.0,3.0,2.0,"['Nice video!', 'you would get so much more views and such if you talked in your videos its entertaining love leveling videos\nkeep it up !']","['it', 'en']","['No, no, no, no, no, no, no, no, no, no, no, no, no!', 'you would get so much more views and such if you talked in your videos its entertaining love leveling videos keep it up !']","[-1, 1]",0
wofOqb3KOSg,Dailies and Halfhill farms | Pandaria | World of Warcraft Classic,2025-09-12,Hu5ky,3927.0,16.0,0.0,0.0,[],[],[],[],0
tbn1r2LZ1X4,World of Warcraft | Jornada em Azeroth  Episódio 119#wowbrasil #worldofwarcraft #wow,2025-09-12,Damon Rubera,6742.0,66.0,2.0,0.0,[],[],[],[],0
ZIw9iBpLv50,🔊 PTBR 🔥 WORLD OF WARCRAFT 👉 TWW SEASON 3  ❗AURAS ❗GUILD ❗COMANDOS  #34,2025-09-12,CristiaN Thrall,27046.0,281.0,26.0,0.0,[],[],[],[],0
gUCM7D0K2VM,Boring daily quest MOP...Thai Girl Playing World Of Warcraft,2025-09-12,Tiny Thai Girl,10855.0,389.0,13.0,0.0,[],[],[],[],0
JIkIw0gxepM,World of Warcraft - The War Within Adventures - Live 169,2025-09-12,Strange Heroes,7332.0,48.0,0.0,0.0,[],[],[],[],0
PeYYlIpO-Zs,World of Warcraft: The War Within  #6  | Son0fHyrule PVP&amp;Grinde,2025-09-12,Freak Peak,5115.0,10.0,2.0,0.0,[],[],[],[],0
w7InrMNH8wg,017 • Heute gibt es MANGOSCHLEIM • World of Warcraft Classic LIVE Let&#39;s Play [BLIND],2025-09-12,dieser_ Pe,8628.0,79.0,7.0,0.0,[],[],[],[],0
8sHY14tZ0VY,Dailies and Halfhill on my farms  level 90 | Pandaria | World of Warcraft Classic,2025-09-12,Hu5ky,5658.0,19.0,0.0,0.0,[],[],[],[],0
qVPNIhTo2Z4,World of Warcraft Classic – Geht es heute in die Todesminen? (Koop) | 006 🔴 LIVE #InsideGamingTV,2025-09-12,InsideGamingTV,7381.0,11.0,1.0,0.0,[],[],[],[],0
PseAWPU6u2o,WORLD OF WARCRAFT CLASSIC LIVE PL - Anniversary Edition - Nowe Szaty Leonsja 🔴 [NA ŻYWO],2025-09-12,MajkeLeon,19693.0,255.0,28.0,0.0,[],[],[],[],0
4ReSWDdLoho,🔴 Noche de WOW #4 ⚔️ | The War Within | World of Warcraft (En Vivo),2025-09-11,DabeatZtudio,11057.0,271.0,2.0,0.0,[],[],[],[],0
CBAesZh3iSI,Dailies and Halfhill farms 2 | Pandaria | World of Warcraft Classic,2025-09-11,Hu5ky,5813.0,84.0,1.0,0.0,[],[],[],[],0
NqNbFJsuF9Q,Resto Shaman Mythic+ | Zero to Legend | World of Warcraft: The War Within,2025-09-11,Turtle Respec,10035.0,38.0,1.0,0.0,[],[],[],[],0
c7xrMTmuzeo,World of Warcraft | Progression on Mythic Forgeweaver Araz | Elemental Shaman PoV,2025-09-11,Ordained,7955.0,57.0,0.0,0.0,[],[],[],[],0
TxFFGAKxmvM,WoWGuild-Battle.net-Gameplay&#39;s Live broadcast world of warcraft 11.2.0 GamePlay LiveNow,2025-09-11,WoWGuild-Battle.net-Gameplay,5756.0,2.0,1.0,0.0,[],[],[],[],0
OB_pNVQFCq4,World of Warcraft The War Within Live!,2025-09-11,Vaspiremaz,42899.0,48.0,0.0,0.0,[],[],[],[],0
7LqsAlY8Ao8,MANAFORGE OMEGA MYTHIC &amp; MYTHIC+!!! (World of Warcraft),2025-09-11,Nosirrag Nostalgia,21906.0,142.0,6.0,0.0,[],[],[],[],0
BAs6tITiPy0,Rhypi&#39;s Stream 2025: World of Warcraft! Raid Day!,2025-09-11,Rhypi Gaming,8065.0,51.0,15.0,2.0,"[""I definitely dropped a like 👍 and i connected to your channel Rhypi  ! I didn't know you made content.  I will be supporting 💯""]",['en'],['i definitely dropped a like  and i connected to your channel rhypi  ! i didnt know you made content.  i will be supporting '],[1],1
fAk77WWBoTw,🔴 Noche de WOW #3 ⚔️ | The War Within | World of Warcraft (En Vivo),2025-09-11,DabeatZtudio,9744.0,336.0,3.0,0.0,[],[],[],[],0
3fB6SDVmASg,World of Warcraft - The War Within Adventures - Live 168,2025-09-10,Strange Heroes,7247.0,1046.0,4.0,0.0,[],[],[],[],0
fTlh75JwaYk,World of Warcraft Classic,2025-09-10,AVStreamStudio,5265.0,2.0,0.0,0.0,[],[],[],[],0
bIr2fnO7aWY,World of Warcraft: The War Within. Firestorm x1 ➤ Прохождение — Часть 5,2025-09-10,Evan Creates,28618.0,122.0,1.0,0.0,[],[],[],[],0
RVgx432ooP0,Jim VS War Within First Time! [World of Warcraft noob],2025-09-10,JimVSGames,7183.0,134.0,2.0,0.0,[],[],[],[],0
qUex3SmhlBc,World of Warcraft - 27-08-2025 - Raid : Herioc - Manaforge Omega,2025-09-10,Rockbock,9739.0,5.0,1.0,0.0,[],[],[],[],0
FLHRlnbeEFE,World of Warcraft: Lets Play Classic Hardcore. Levelup LoOnies Staffel 2 Folge 3: Für die Allianz,2025-09-09,A&M Warcraft Chronicles ,5469.0,19.0,3.0,2.0,['Ich war es diesmal nicht (oder war ich es vielleicht doch *schielt zu seinem Hornissenkostüm*) F'],['de'],"[""I wasn't it this time or I might have been interested in his horny costume f""]",[-1],-1
gNC37Gw7utQ,Вчусь грати на АРЕНІ | World of Warcraft UA,2025-09-09,Дідько,9705.0,109.0,11.0,0.0,[],[],[],[],0
KtpNh-bsjvY,🎮качаю паладоса - World of Warcraft,2025-09-09,НИК СТРИМИТ,21299.0,90.0,2.0,0.0,[],[],[],[],0
u1TZn0FX6oM,NEVOLJA NA DVE NOGE | World of Warcraft | Spineshatter,2025-09-09,MishaThePunk,8145.0,270.0,36.0,0.0,[],[],[],[],0
Zk_AXo5ktNE,Fresh Orc Hunter Hardcore Classic World of Warcraft Anniversary Server w/Koop,2025-09-09,Knomzologist,31936.0,7358.0,31.0,1.0,['Please Like and Subscribe!'],['en'],['please like and subscribe!'],[1],1
0ToQedoDIIs,🔴 LETS GET SENDYYYYY | WORLD OF WARCRAFT 🎮🎮🎮,2025-09-09,FTWItachi,8253.0,6.0,1.0,0.0,[],[],[],[],0
FNG10DRwoPM,World of Warcraft The War Within Live!,2025-09-09,Vaspiremaz,31551.0,37.0,1.0,0.0,[],[],[],[],0
6u_HH3XNNiQ,"⚔️ World of Warcraft, Classic ERA / Newbie Hunter🔥MrRoyalM🔥 UA/ ENG/RU/RO",2025-09-09,MrRoyalM,16432.0,232.0,0.0,0.0,[],[],[],[],0
UMZZpaJzDQ8,World of Warcraft Classic 20th Anniversary | Leveling &amp; Gold Grind | Classic WoW 2025,2025-09-09,Stickybuds 420,22836.0,228.0,4.0,1.0,"['Thanks for hanging out with the StickySquad 🌿\nI stream World of Warcraft Classic 20th Anniversary Realms Mon–Fri at 6 PM CT.\n\n⚔ Leveling, 💰 Gold Farming, 😂 Funny Classic WoW moments all live here.\nIf you enjoyed the chaos, hit Subscribe so you don’t miss the next stream.\n\n▶ Full playlist: https://www.youtube.com/watch?v=ZLkgsfAt1QE&list=PLq9kK8ZVW4uz570Kxy6QJpf9ZGgyZhPoX&pp=gAQB']",['en'],"['thanks for hanging out with the stickysquad  i stream world of warcraft classic 20th anniversary realms monfri at 6 pm ct.   leveling,  gold farming,  funny classic wow moments all live here. if you enjoyed the chaos, hit subscribe so you dont miss the next stream.   full playlist ']",[1],1
Fu45BMhbG7o,Learning &amp; Cozy MTG | World of Warcraft + MTG Arena | Live Gameplay - Luxthos,2025-09-09,Luxthos,42900.0,417.0,9.0,0.0,[],[],[],[],0
SzMpeP0Ar2k,Finalizando as quests de Hellfire Peninsula | World of Warcraft,2025-09-09,Toloi Games,12261.0,1492.0,188.0,4.0,"['Top', 'Saudades livezinhas esses dias heim ❤', 'Toloi faz um vídeo do "" judge dredd"" do mega drive', '😊']","['unknown', 'pt', 'pt', 'unknown']","['top', ""You're healthy these days."", 'Toloi makes a video of the judge drdd do mega drive', '']","[0, 1, -1, 0]",0
AupRuvGNGAE,🔊 PTBR 🔥 WORLD OF WARCRAFT 👉 TWW SEASON 3  ❗AURAS ❗GUILD ❗COMANDOS  #30,2025-09-09,CristiaN Thrall,28846.0,180.0,28.0,0.0,[],[],[],[],0
dc8YdLbamOE,World of Warcraft: The War Within. Firestorm x1 ➤ Прохождение — Часть 4,2025-09-09,Evan Creates,36391.0,99.0,2.0,0.0,[],[],[],[],0
LRIQXNuRhR4,World of Warcraft: Lets Play Gildenraid HC - TWW POV - WW Monk,2025-09-08,A&M Warcraft Chronicles ,9659.0,78.0,3.0,0.0,[],[],[],[],0
0MuhMBjI65g,O maior Templo de Conhecimento de World of Warcraft,2025-09-08,aiaionline_youtube,37035.0,759.0,28.0,0.0,[],[],[],[],0
7V7DiJbmXoA,World of Warcraft - Видишь легендарку? Нет? А она есть! На бесплатном сервере Legion,2025-09-08,Wargul,7627.0,275.0,17.0,0.0,[],[],[],[],0
FD4s_CMBxoE,🗡️ THE ADVENTURES OF PAPA JAN (⚡World of Warcraft - The War Within ⚡),2025-09-08,Ontspan met Jan 🤙🏽,10234.0,183.0,1.0,0.0,[],[],[],[],0
5016RCIrMX0,WORLD OF WARCRAFT RAID - Tonton Remxx,2025-09-08,Frail Stream,7312.0,78.0,4.0,0.0,[],[],[],[],0
cRM4brbDfhI,LIVE ON: WORLD OF WARCRAFT - FANTASMAS DE K&#39;ARESH  [CLAMATIS]❗KAS ❗EXITLAG,2025-09-08,Ghostz MMOs,14750.0,445.0,13.0,0.0,[],[],[],[],0
BRF9Kz_wf_w,Leveling A Death Knight in World Of Warcraft Retail With Ronin,2025-09-08,The VATS Vixen,14128.0,69.0,9.0,0.0,[],[],[],[],0
eZr599kWTsc,World of Warcraft | WoW UA | ВЕЛИЧЕЗНА УКРАЇНСЬКА СПІЛЬНОТА | mmo-rpg Українською,2025-09-08,BiGGudi,23261.0,159.0,7.0,0.0,[],[],[],[],0
